"","tpv","tpr","fpr","tnr","fnr","ppv","fdr","npv","fors","L.diag","L.pred","L.all","L.eq.diag","model"
"74",0.182,0.965116279069767,0.124236252545825,0.875763747454175,0.0348837209302326,0.731277533039648,0.268722466960352,0.986238532110092,0.0137614678899083,0.0795599867380287,0.14124196742513,0.11040097708158,0.0893525316155923,"allRun"
"75",0.183,0.965116279069767,0.122199592668024,0.877800407331976,0.0348837209302326,0.734513274336283,0.265486725663717,0.986270022883295,0.0137299771167048,0.0785416567991285,0.139608351390211,0.10907500409467,0.087315871737792,"allRun"
"76",0.188,0.965116279069767,0.118126272912424,0.881873727087576,0.0348837209302326,0.741071428571429,0.258928571428571,0.986332574031891,0.0136674259681093,0.0765049969213281,0.13629799869834,0.106401497809834,0.0832425519821911,"allRun"
"77",0.19,0.965116279069767,0.116089613034623,0.883910386965377,0.0348837209302326,0.744394618834081,0.255605381165919,0.986363636363636,0.0136363636363636,0.0754866669824279,0.134620872401141,0.105053769691785,0.0812058921043907,"allRun"
"78",0.191,0.965116279069767,0.114052953156823,0.885947046843177,0.0348837209302326,0.747747747747748,0.252252252252252,0.986394557823129,0.0136054421768707,0.0744683370435277,0.132928847214561,0.103698592129045,0.0791692322265903,"allRun"
"79",0.193,0.965116279069767,0.112016293279022,0.887983706720978,0.0348837209302326,0.751131221719457,0.248868778280543,0.986425339366516,0.0135746606334842,0.0734500071046275,0.131221719457014,0.102335863280821,0.0771325723487899,"allRun"
"80",0.21,0.965116279069767,0.109979633401222,0.890020366598778,0.0348837209302326,0.754545454545455,0.245454545454545,0.986455981941309,0.0135440180586907,0.0724316771657273,0.129499281756618,0.100965479461173,0.0750959124709895,"allRun"
"81",0.212,0.965116279069767,0.105906313645621,0.894093686354379,0.0348837209302326,0.761467889908257,0.238532110091743,0.986516853932584,0.0134831460674157,0.0703950172879269,0.126007628079579,0.0982013226837531,0.0710225927153887,"allRun"
"82",0.221,0.965116279069767,0.103869653767821,0.896130346232179,0.0348837209302326,0.764976958525346,0.235023041474654,0.986547085201794,0.0134529147982063,0.0693766873490267,0.12423797813643,0.0968073327427285,0.0689859328375882,"allRun"
"83",0.247,0.965116279069767,0.10183299389002,0.89816700610998,0.0348837209302326,0.768518518518518,0.231481481481481,0.986577181208054,0.0134228187919463,0.0683583574101265,0.122452150136714,0.0954052537734202,0.0669492729597878,"allRun"
"84",0.248,0.965116279069767,0.09979633401222,0.90020366598778,0.0348837209302326,0.772093023255814,0.227906976744186,0.986607142857143,0.0133928571428571,0.0673400274712263,0.120649916943522,0.0939949722073739,0.0649126130819875,"allRun"
"85",0.257,0.965116279069767,0.0977596741344195,0.90224032586558,0.0348837209302326,0.775700934579439,0.224299065420561,0.986636971046771,0.0133630289532294,0.0663216975323261,0.118831047186895,0.0925763723596106,0.062875953204187,"allRun"
"86",0.262,0.965116279069767,0.0957230142566191,0.904276985743381,0.0348837209302326,0.779342723004695,0.220657276995305,0.986666666666667,0.0133333333333333,0.0653033675934259,0.116995305164319,0.0911493363788725,0.0608392933263866,"allRun"
"87",0.266,0.965116279069767,0.0936863543788187,0.906313645621181,0.0348837209302326,0.783018867924528,0.216981132075472,0.98669623059867,0.0133037694013304,0.0642850376545256,0.115142450738401,0.0897137441964633,0.0588026334485863,"allRun"
"88",0.282,0.965116279069767,0.0916496945010183,0.908350305498982,0.0348837209302326,0.786729857819905,0.213270142180095,0.986725663716814,0.0132743362831858,0.0632667077156254,0.11327223923164,0.0882694734736329,0.0567659735707858,"allRun"
"89",0.283,0.965116279069767,0.0896130346232179,0.910386965376782,0.0348837209302326,0.79047619047619,0.20952380952381,0.986754966887417,0.0132450331125828,0.0622483777767252,0.111384421318196,0.0868163995474607,0.0547293136929854,"allRun"
"90",0.285,0.959302325581395,0.0896130346232179,0.910386965376782,0.0406976744186047,0.789473684210526,0.210526315789474,0.984581497797357,0.0154185022026432,0.0651553545209113,0.112972408996058,0.0890638817584849,0.0489153602046133,"allRun"
"91",0.293,0.959302325581395,0.0875763747454175,0.912423625254583,0.0406976744186047,0.793269230769231,0.206730769230769,0.984615384615385,0.0153846153846154,0.0641370245820111,0.111057692307692,0.0875973584448517,0.0468787003268128,"allRun"
"92",0.302,0.959302325581395,0.0855397148676171,0.914460285132383,0.0406976744186047,0.797101449275362,0.202898550724638,0.984649122807018,0.0153508771929825,0.0631186946431109,0.10912471395881,0.0861217043009605,0.0448420404490125,"allRun"
"93",0.331,0.959302325581395,0.0835030549898167,0.916496945010183,0.0406976744186047,0.800970873786408,0.199029126213592,0.984682713347921,0.0153172866520788,0.0621003647042107,0.107173206432835,0.0846367855685231,0.0428053805712121,"allRun"
"94",0.365,0.959302325581395,0.0814663951120163,0.918533604887984,0.0406976744186047,0.804878048780488,0.195121951219512,0.98471615720524,0.0152838427947598,0.0610820347653105,0.105202897007136,0.0831424658862232,0.0407687206934116,"allRun"
"95",0.379,0.959302325581395,0.0794297352342159,0.920570264765784,0.0406976744186047,0.808823529411765,0.191176470588235,0.984749455337691,0.0152505446623094,0.0600637048264103,0.103213507625272,0.0816386062258413,0.0387320608156113,"allRun"
"96",0.39,0.953488372093023,0.0773930753564155,0.922606924643585,0.0465116279069767,0.811881188118812,0.188118811881188,0.982646420824295,0.017353579175705,0.0619523516316961,0.102736195528447,0.0823442735800713,0.0308814474494388,"allRun"
"97",0.403,0.953488372093023,0.0753564154786151,0.924643584521385,0.0465116279069767,0.81592039800995,0.18407960199005,0.982683982683983,0.0173160173160173,0.0609340216927959,0.100697809653034,0.0808159156729147,0.0288447875716383,"allRun"
"98",0.406,0.953488372093023,0.0733197556008147,0.926680244399185,0.0465116279069767,0.82,0.18,0.982721382289417,0.0172786177105832,0.0599156917538957,0.0986393088552916,0.0792775003045936,0.026808127693838,"allRun"
"99",0.428,0.953488372093023,0.0672097759674134,0.932790224032587,0.0465116279069767,0.83248730964467,0.16751269035533,0.982832618025751,0.0171673819742489,0.0568607019371951,0.0923400361647894,0.0746003690509923,0.0206981480604367,"allRun"
"100",0.432,0.947674418604651,0.0672097759674134,0.932790224032587,0.0523255813953488,0.831632653061224,0.168367346938776,0.980728051391863,0.019271948608137,0.0597676786813811,0.0938196477734563,0.0767936632274187,0.0148841945720646,"allRun"
"101",0.437,0.941860465116279,0.0672097759674134,0.932790224032587,0.0581395348837209,0.830769230769231,0.169230769230769,0.978632478632479,0.0213675213675214,0.0626746554255672,0.0952991452991453,0.0789869003623562,0.00907024108369248,"allRun"
"102",0.442,0.941860465116279,0.065173116089613,0.934826883910387,0.0581395348837209,0.835051546391753,0.164948453608247,0.978678038379531,0.0213219616204691,0.061656325486667,0.0931352076143583,0.0773957665505126,0.00703358120589215,"allRun"
"103",0.449,0.941860465116279,0.0631364562118126,0.936863543788187,0.0581395348837209,0.839378238341969,0.160621761658031,0.978723404255319,0.0212765957446809,0.0606379955477668,0.090949178701356,0.0757935871245614,0.00499692132809171,"allRun"
"104",0.455,0.936046511627907,0.0631364562118126,0.936863543788187,0.063953488372093,0.838541666666667,0.161458333333333,0.976645435244161,0.0233545647558386,0.0635449722919528,0.092406449044586,0.0779757106682694,0.000817032160280395,"allRun"
"105",0.46,0.936046511627907,0.0610997963340122,0.938900203665988,0.063953488372093,0.842931937172775,0.157068062827225,0.976694915254237,0.0233050847457627,0.0625266423530526,0.0901865737864939,0.0763566080697733,0.00285369203808084,"allRun"
"106",0.475,0.936046511627907,0.0590631364562118,0.940936863543788,0.063953488372093,0.847368421052632,0.152631578947368,0.976744186046512,0.0232558139534884,0.0615083124141524,0.0879436964504284,0.0747260044322904,0.00489035191588116,"allRun"
"107",0.48,0.930232558139535,0.0590631364562118,0.940936863543788,0.0697674418604651,0.846560846560847,0.153439153439153,0.974683544303797,0.0253164556962025,0.0644152891583385,0.089377804567678,0.0768965468630082,0.0107043054042533,"allRun"
"108",0.502,0.930232558139535,0.0570264765784114,0.942973523421589,0.0697674418604651,0.851063829787234,0.148936170212766,0.974736842105263,0.0252631578947368,0.0633969592194383,0.0870996640537514,0.0752483116365948,0.0127409652820537,"allRun"
"109",0.674,0.924418604651163,0.0570264765784114,0.942973523421589,0.0755813953488372,0.850267379679144,0.149732620320856,0.972689075630252,0.0273109243697479,0.0663039359636243,0.0885217723453018,0.077412854154463,0.0185549187704258,"allRun"
"110",0.678,0.924418604651163,0.0529531568228106,0.947046843177189,0.0755813953488372,0.859459459459459,0.140540540540541,0.972803347280335,0.0271966527196653,0.0642672760858239,0.0838685966301029,0.0740679363579634,0.0226282385260267,"allRun"
"111",0.682,0.924418604651163,0.0509164969450102,0.94908350305499,0.0755813953488372,0.864130434782609,0.135869565217391,0.97286012526096,0.0271398747390397,0.0632489461469237,0.0815047199782155,0.0723768330625696,0.024664898403827,"allRun"
"112",0.686,0.924418604651163,0.0468431771894094,0.953156822810591,0.0755813953488372,0.873626373626374,0.126373626373626,0.972972972972973,0.027027027027027,0.0612122862691233,0.0767003267003267,0.068956306484725,0.0287382181594279,"allRun"
"113",0.703,0.924418604651163,0.044806517311609,0.955193482688391,0.0755813953488372,0.878453038674033,0.121546961325967,0.973029045643154,0.0269709543568465,0.0601939563302231,0.0742589578414067,0.0672264570858149,0.0307748780372282,"allRun"
"114",0.705,0.918604651162791,0.044806517311609,0.955193482688391,0.0813953488372093,0.877777777777778,0.122222222222222,0.971014492753623,0.0289855072463768,0.0631009330744091,0.0756038647342995,0.0693523989043543,0.0365888315256003,"allRun"
"115",0.735,0.918604651162791,0.0427698574338086,0.957230142566191,0.0813953488372093,0.88268156424581,0.11731843575419,0.971074380165289,0.0289256198347107,0.0620826031355089,0.0731220277944503,0.0676023154649796,0.0386254914034008,"allRun"
"116",0.763,0.918604651162791,0.0407331975560081,0.959266802443992,0.0813953488372093,0.887640449438202,0.112359550561798,0.971134020618557,0.0288659793814433,0.0610642731966087,0.0706127649716205,0.0658385190841146,0.0406621512812012,"allRun"
"117",0.8,0.918604651162791,0.0386965376782077,0.961303462321792,0.0813953488372093,0.892655367231638,0.107344632768362,0.97119341563786,0.0288065843621399,0.0600459432577085,0.0680756085652507,0.0640607759114796,0.0426988111590016,"allRun"
"118",0.834,0.912790697674419,0.0386965376782077,0.961303462321792,0.0872093023255814,0.892045454545455,0.107954545454545,0.969199178644764,0.0308008213552361,0.0629529200018946,0.0693776834048908,0.0661653017033927,0.0485127646473738,"allRun"
"119",0.848,0.906976744186046,0.0386965376782077,0.961303462321792,0.0930232558139535,0.891428571428571,0.108571428571429,0.967213114754098,0.0327868852459016,0.0658598967460806,0.0706791569086651,0.0682695268273729,0.0543267181357459,"allRun"
"120",0.853,0.906976744186046,0.0366598778004073,0.963340122199593,0.0930232558139535,0.896551724137931,0.103448275862069,0.967280163599182,0.032719836400818,0.0648415668071804,0.0680840561314435,0.0664628114693119,0.0563633780135462,"allRun"
"121",0.864,0.906976744186046,0.0346232179226069,0.965376782077393,0.0930232558139535,0.901734104046243,0.0982658959537572,0.96734693877551,0.0326530612244898,0.0638232368682802,0.0654594785891235,0.0646413577287019,0.0584000378913466,"allRun"
"122",0.869,0.906976744186046,0.0325865580448065,0.967413441955194,0.0930232558139535,0.906976744186046,0.0930232558139535,0.967413441955194,0.0325865580448065,0.06280490692938,0.06280490692938,0.06280490692938,0.0604366977691471,"allRun"
"123",0.873,0.901162790697674,0.0325865580448065,0.967413441955194,0.0988372093023256,0.906432748538012,0.0935672514619883,0.965447154471545,0.0345528455284553,0.065711883673566,0.0640600484952218,0.0648859660843939,0.0662506512575191,"allRun"
